
やりつくされた近藤真彦のまねをあえてやる,やりつくされたこんどうまさひこのまねをあえてやる,87,125,32
恥も外聞もなく8.6秒バズーカのまねをあえてやる,はじもがいぶんもなく8.6びょうばずーかのまねをあえてやる,125,161,32
長澤まさみのまねをしている福田彩乃,ながさわまさみのまねをしているふくだあやの,161,188,32
爆笑問題太田さんの登場シーン,ばくしょうもんだいおおたさんのとうじょうしーん,188,214,32
やばいサラリーマン,やばいさらりーまん,214,238,32
授業中にいねむりしてる生徒を注意する先生,じゅぎょうちゅうにいねむりしてるせいとをちゅういするせんせい,238,267,32
九官鳥がむりやりおぼえさせられた桃太郎,きゅうかんちょうがむりやりおぼえさせられたももたろう,267,300,32
まんが日本昔ばなし,まんがにほんむかしばなし,300,334,32
誇張しすぎたジャパネットたかた,こちょうしすぎたじゃぱねっとたかた,334,369,32
ホラーの音,ほらーのおと,369,384,32
セガサターンの起動音を顔で表現,せがさたーんのきどうおんをかおでひょうげん,5,23,33
アニメキン肉マンのCMいくとこ,あにめきんにくまんのしーえむいくとこ,23,38,33
ファミコン スパルタンXの死ぬとこ,ふぁみこんすぱるたんXのしぬとこ,38,67,33
ファミコン 魔界村の死ぬところ,ふぁみこんまかいむらのしぬところ,67,90,33
赤いプルトニウム,あかいぷるとにうむ,90,120,33
不機嫌なトミーズ雅,ふきげんなとみーずまさ,120,144,33
ライガーボム,らいがーぼむ,144,156,33
赤いプルトニウム,あかいぷるとにうむ,166,209,34
バードマンのコケ方,ばーどまんのこけかた,209,235,34
JINの坂本龍馬,JINのさかもとりょうま,235,267,34
かんじんな所で噛むディック東郷,かんじんなところでかむでぃっくとうごう,267,301,34
文珍師匠のいばりすぎな歩き方,ぶんちんししょうのいばりすぎなあるきかた,301,323,34
布袋寅泰,ほていともやす,323,339,34
ライガーボム,らいがーぼむ,339,347,34
ジャッキーチェン日本語吹き替えVer.石丸博也,じゃっきーちぇーんのにほんごふきかえばーじょんのいしまるひろやのこえ,96,147,35
奇面組の冷越豪,きめんぐみのれいえつごうのかお,147,166,35
セガサターンの起動音を顔で表現,せがさたーんのきどうおんをかおでひょうげん,166,205,35
バービーボーイズ√5のアルバムのコンタの立ち方,ばーびーぼーいずるーと5のあるばむのこんたのたちかた,205,229,35
バービーボーイズ√5のアルバムのいまさの顔,ばーびーぼーいずるーと5のあるばむのいまさのかお,229,283,35
ライガーボム,らいがーぼむ,283,326,35
BIOHAZARD4の狂った村人,BIOHAZARD4のくるったむらびと,326,368,35
ファミコン スパルタンXの死ぬとこ,ふぁみこんすぱるたんXのしぬとこ,368,406,35
ファミコン 魔界村の死ぬところ,ふぁみこんまかいむらのしぬところ,406,433,35
ファミコン がんばれゴエモンの敵キャラ「御用だ!!」の死ぬとこ,ふぁみこんがんばれごえもんのてききゃらごようだのしぬとこ,433,473,35
アニメキン肉マンのCMいくとこ,あにめきんにくまんのしーえむいくとこ,473,491,35
アニマル浜口,あにまるはまぐち,491,527,35
第4次ロボット大戦のCM,だい4じろぼっとたいせんのしーえむ,527,549,35
ストⅡエドモンド本多の近いスーパー頭突き,すと2えどもんどほんだのちかいすーぱーずつき,549,567,35
M1のカウス師匠,M1のかうすししょう,567,642,35
ジャンボ鶴田のアピール,じゃんぼつるたのあぴーる,642,660,35
ファミコン バルーン5のタイトル面,ふぁみこんばるーん5のたいとるめん,660,678,35
井上淳がぼけすぎた時の酒井正明,いのうえじゅんがぼけすぎたときのさかいまさあき,678,700,35
松村邦洋　※？,まつむらくにひろ,700,723,35
三沢光秀　※？,みさわみつひで,723,744,35
恥も外聞もなくオリラジのまねをあえてやる,はじもがいぶんもなくおりらじのまねをあえてやる,220,275,36
誇張しすぎたアンガールズ田中,こちょうしすぎたあんがーるずたなか,275,311,36
砂漠の太陽のまね,さばくのたいようのまね,311,337,36
恥も外聞もなく楽しんごのまねをあえてやる,はじもがいぶんもなくたのしんごのまねをあえてやる,337,367,36
昔話をむりやりおぼえさせられた九官鳥,むかしばなしをむりやりおぼえさせられたきゅうかんちょう,367,396,36
キンタロー。,きんたろー。,37,83,37
やりつくされた近藤真彦のまねをあえてやる,やりつくされたこんどうまさひこのまねをあえてやる,83,113,37
誇張しすぎたザキヤマ,こちょうしすぎたざきやま,113,137,37
誇張しすぎた木村拓哉,こちょうしすぎたきむらたくや,137,167,37
誇張しすぎた野々村議員,こちょうしすぎたののむらぎいん,167,198,37
やりつくされた長渕剛のまねをあえてやる,やりつくされたながぶちつよしのまねをあえてやる,198,230,37
九官鳥がむりやりおぼえさせられた桃太郎,きゅうかんちょうがむりやりおぼえさせられたももたろう,230,257,37
やばいサラリーマン,やばいさらりーまん,257,273,37
キンタロー。,きんたろー。,26,74,38
やりつくされた森進一のまねをあえてやる,やりつくされたもりしんいちのまねをあえてやる,74,111,38
誇張しすぎたザキヤマ,こちょうしすぎたざきやま,111,137,38
誇張しすぎた木村拓哉,こちょうしすぎたきむらたくや,137,171,38
今でしょのスーパー誇張,いまでしょのすーぱーこちょう,171,214,38
ウィッシュのスーパー誇張,うぃっしゅのすーぱーこちょう,214,247,38
やりつくされた長渕剛のまねをあえてやる,やりつくされたながぶちつよしのまねをあえてやる,247,286,38
誇張しすぎた野々村議員,こちょうしすぎたののむらぎいん,286,318,38
まんが日本昔ばなし,まんがにほんむかしばなし,318,358,38
やばいサラリーマン,やばいさらりーまん,358,373,38
やりつくされた千昌夫のまねをあえてやる,やりつくされたせんまさおのまねをあえてやる,132,180,39
誇張しすぎたパッション屋良,こちょうしすぎたぱっしょんやら,180,207,39
誇張しすぎた麒麟の川島,こちょうしすぎたきりんのかわしま,207,263,39
誇張しすぎた長嶋監督,こちょうしすぎたながしまかんとく,263,299,39
松村邦洋がやる最近のたけしさん,まつむらくにひろがやるさいきんのたけしさん,299,331,39
やりつくされた田村俊彦のまねをあえてやる,やりつくされたたむらとしひこのまねをあえてやる,331,380,39
ファミコン スパルタンXの死ぬとこ,ふぁみこんすぱるたんXのしぬとこ,380,411,39
キンタロー。,きんたろー。,183,224,40
やりつくされたアンガールズ田中,やりつくされたあんがーるずたなか,224,257,40
やりつくされた近藤真彦のまねをあえてやる,やりつくされたこんどうまさひこのまねをあえてやる,257,293,40
誇張しすぎた今でしょ,こちょうしすぎたいまでしょ,293,325,40
誇張しすぎたウィッシュ!,こちょうしすぎたうぃっしゅ!,325,356,40
長澤まさみのまねをしている福田彩乃,ながさわまさみのまねをしているふくだあやの,356,388,40
織田裕二の名シーン,おだゆうじのめいしーん,388,420,40
遠野なぎこの顔,とおのなぎこのかお,420,438,40
誇張しすぎた野々村議員,こちょうしすぎたののむらぎいん,438,476,40
やばいサラリーマン,やばいさらりーまん,476,488,40
誇張しすぎたPPAP,こちょうしすぎたPPAP,60,91,41
ヒロシ,ひろし,91,149,41
タイガーステップ,たいがーすてっぷ,149,193,41
松村邦洋がやる最近のたけしさん,まつむらくにひろがやるさいきんのたけしさん,193,240,41
誇張しすぎたパッション屋良,こちょうしすぎたぱっしょんやら,240,263,41
誇張しすぎた麒麟の川島,こちょうしすぎたきりんのかわしま,263,302,41
誇張しすぎた長嶋監督,こちょうしすぎたながしまかんとく,302,322,41
R藤本のベジータ,Rふじもとのべじーた,156,193,42
ヒロシ,ひろし,193,233,42
誇張しすぎたオリラジのパーフェクトヒューマン,こちょうしすぎたおりらじのぱーふぇくとひゅーまん,233,290,42
誇張しすぎた永野,こちょうしすぎたながの,290,350,42
松村邦洋がやる最近のたけしさん,まつむらくにひろがやるさいきんのたけしさん,350,384,42
誇張しすぎたパッション屋良,こちょうしすぎたぱっしょんやら,384,404,42
日本エレキテル連合の細貝さん,にほんえれきてるれんごうのほそがいさん,404,444,42
やしろ優,やしろゆう,13,42,43
誇張しすぎた今でしょ,こちょうしすぎたいまでしょ,42,67,43
誇張しすぎたジャパネットたかた,こちょうしすぎたじゃぱねっとたかた,67,95,43
授業中にいねむりしてる生徒を注意する先生,じゅぎょうちゅうにいねむりしてるせいとをちゅういするせんせい,95,114,43
松村邦洋がやる最近のたけしさん,まつむらくにひろがやるさいきんのたけしさん,114,138,43
むりやり昔話をおぼえさせられた九官鳥,むりやりむかしばなしをおぼえさせられたきゅうかんちょう,138,162,43
ヒロシ,ひろし,121,160,44
やりつくされた千昌夫のまねをあえてやる,やりつくされたせんまさおのまねをあえてやる,160,206,44
タイガーステップ,たいがーすてっぷ,206,249,44
ベッキー,べっきー,249,284,44
誇張しすぎた麒麟の川島,こちょうしすぎたきりんのかわしま,284,332,44
誇張しすぎたパッション屋良,こちょうしすぎたぱっしょんやら,332,350,44
五木ひろしの種,いつきひろしのたね,350,374,44
小保方さん,おぼかたさん,374,404,44
ASKA,ASKA,404,417,44
とくこ,とくこ,137,185,45
プリズンブレイクのマイケル・スコフィールド,ぷりずんぶれいくのまいけるすこふぃーるど,185,229,45
笑点の時の三遊亭好楽のキモイ登場,しょうてんのときのさんゆうていこうらくのきもいとうじょう,229,261,45
リーガル・ハイの小美門弁護士の顔,りーがるはいのこみかどべんごしのかお,261,300,45
ATARUのチョコザイくん,ATARUのちょこざいくん,300,356,45
プリズンブレイクシーズン3のベリックの歩き方,ぷりずんぶれいくしーずん3のべりっくのあるきかた,356,434,45
プリズンブレイクシーズンTバック,ぷりずんぶれいくしーずんTばっく,434,465,45
声優三ツ矢雄二,せいゆうみつやゆうじ,465,509,45
天山広告,てんざんこうこく,509,593,45
元全日本プロレスの百田光雄,もとぜんにほんぷろれすのももたみつお,593,638,45
ダウンタウン松本さんの笑うの我慢してる顔,だうんたうんまつもとさんのわらうのがまんしてるかお,638,669,45
赤プル,あかぷる,251,290,46
ファミコン スパルタンXの死ぬとこ,ふぁみこんすぱるたんXのしぬとこ,290,330,46
ファミコン 魔界村の死ぬところ,ふぁみこんまかいむらのしぬところ,330,361,46
タイガーステップ,たいがーすてっぷ,361,426,46
恥も外聞もなくオリラジのまねをあえてやる,はじもがいぶんもなくおりらじのまねをあえてやる,426,506,46
誇張しすぎたアンガールズ田中,こちょうしすぎたあんがーるずたなか,506,524,46
あぁもうでてこんでいいよっていうババアのまね,あぁもうでてこんでいいよっていうばばあのまね,524,551,46
誇張しすぎた五郎丸,こちょうしすぎたごろうまる,551,567,46
キンタロー。,きんたろー。,31,60,47
恥も外聞もなくオリラジのまねをあえてやる,はじもがいぶんもなくおりらじのまねをあえてやる,60,84,47
やりつくされた森進一のまねをあえてやる,やりつくされたもりしんいちのまねをあえてやる,84,113,47
やりつくされた武田鉄也のまねをあえてやる,やりつくされたたけだてつやのまねをあえてやる,113,143,47
誇張しすぎたザキヤマ,こちょうしすぎたざきやま,143,164,47
誇張しすぎた古畑任三郎,こちょうしすぎたふるはたにんざぶろう,164,183,47
ホラーの音,ほらーのおと,183,196,47
長澤まさみのまねをしている福田彩乃,ながさわまさみのまねをしているふくだあやの,12,37,48
タイガーステップ,たいがーすてっぷ,37,71,48
松村邦洋がやる最近のたけしさん,まつむらくにひろがやるさいきんのたけしさん,71,95,48
料理の鉄人のかがたけし,りょうりのてつじんのかがたけし,95,117,48
誇張しすぎた高田信弘,こちょうしすぎたたかだのぶひろ,117,133,48
五木ひろしの種,いつきひろしのたね,133,147,48
楽屋の世界の梅沢,がくやのせかいのうめざわ,7,39,49
飯塚高史とテレ朝野上アナのからみ,いいづかたかしとてれあさのがみあなのからみ,39,89,49
スーパーロボット大戦の敵キャラのキラー将軍,すーぱーろぼっとたいせんのてききゃらのきらーしょうぐん,89,144,49
WWEジョン・シナ,WWEじょんしな,144,175,49
27時間TVの時のタモリ,27じかんてれびのときのたもり,175,220,49
あしたのジョー力石の死ぬところ,あしたのじょーりきいしのしぬところ,220,236,49
タイガージェット・シン,たいがーじぇっとしん,236,257,49
カミーユに殴られた時のククトロ・バジーナ(シャア),かみーゆになぐられたときのくくとろばじーな(しゃあ),257,299,49
武藤のフェイス・クラッシャー,むとうのふぇいすくらっしゃー,299,335,49
あぶない刑事舘ひろしの走り方,あぶないでかたちひろしのはしりかた,335,351,49
やりつくされた森進一のまねをあえてやる,やりつくされたもりしんいちのまねをあえてやる,351,402,49
ライブでモニカを歌うときの吉川晃司,らいぶでもにかをうたうときのきっかわこうじ,402,432,49
ドイツ語でザブングル加藤のまねをする春香クリスティーン,どいつごでざぶんぐるかとうのまねをするはるかくりすてぃーん,432,463,49
織田裕二のものまねをする山本高広,おだゆうじのものまねをするやまもとたかひろ,463,478,49
ファミコン アーバン・チャンピオンの勝利したところ,ふぁみこんあーばんちゃんぴおんのしょうりしたところ,478,504,49
お試しか!の帰れま10,おためしかのかえれまてん,504,551,49
朝鮮　※モザイク,ちょうせん※もざいく,551,569,49
※モザイク,※もざいく,569,586,49
誇張しすぎたザキヤマ,こちょうしすぎたざきやま,586,604,49
